Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?a  ex:creator  ?b  ex: ,?a  ex:author  ?b,0.0224578,0.0354987,0.601527,788,22198,1310,?a,0.0432991
?f  administrativeDistrict  ?b  ex:?a  ex:district  ?f   ,?a  ex:administrativeDistrict  ?b,0.0563698,0.19685,0.60241,50,254,83,?a,0.103093
?b  ex:tenant  ?a  ex: ,?a  ex:ground  ?b,0.0926029,0.227295,0.602766,2833,12464,4700,?b,0.160542
?a  ex:mouthMountain  ?b  ex: ,?a  ex:city  ?b,0.0184312,0.283224,0.603248,1560,5508,2586,?a,0.0357696
?a  ex:mouthPlace  ?b  ex: ,?a  ex:city  ?b,0.0184312,0.283224,0.603248,1560,5508,2586,?a,0.0357696
?b  ex:connotation  ?f  ?a  ex:ideology  ?f   ,?a  ex:colour  ?b,0.0673107,0.204352,0.603352,216,1057,358,?a,0.12111
?e  pictureFormat  ?b  ex:?e  predecessor  ?a  ex: ,?a  ex:pictureFormat  ?b,0.0212379,0.260223,0.603448,70,269,116,?a,0.0410317
?a  ex:firstDriverTeam  ?b  ex:?a  ex:thirdTeam  ?b  ex: ,?a  ex:poleDriverTeam  ?b,0.111431,0.58,0.604167,116,200,192,?a,0.188159
?a  ex:city  ?f  ?f  country  ?b  ex: ,?a  ex:sourceCountry  ?b,0.0117316,0.00268168,0.604839,150,55935,248,?a,0.0230167
?e  layout  ?b  ex:?e  relatedMeanOfTransportation  ?a  ex: ,?a  ex:layout  ?b,0.256107,0.403978,0.604933,1300,3218,2149,?a,0.359862
?a  ex:notableIdea  ?f  ?f  philosophicalSchool  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0166305,575,0.605263,23,40,38,?a,0.0323716
?e  government  ?b  ex:?e  highestRegion  ?a  ex: ,?a  ex:government  ?b,0.0704918,0.398148,0.605634,43,108,71,?a,0.126285
?a  ex:timeZone  ?b  ex: ,?a  ex:daylightSavingTimeZone  ?b,0.606493,0.0148236,0.606869,2933,197860,4833,?a,0.606681
?a  ex:daylightSavingTimeZone  ?b  ex: ,?a  ex:timeZone  ?b,0.0148236,0.606493,0.606869,2933,4836,4833,?a,0.0289403
?a  ex:operator  ?b  ex: ,?a  ex:owner  ?b,0.0629466,0.267649,0.607309,2343,8754,3858,?a,0.11407
?f  country  ?b  ex:?a  ex:sourceCountry  ?f   ,?a  ex:sourceCountry  ?b,0.0115752,0.609053,0.609053,148,243,243,?a,0.0227185
?b  ex:subsidiary  ?a  ex: ,?a  ex:owningCompany  ?b,0.0138419,0.0434783,0.609302,131,3013,215,?a,0.0270689
?e  country  ?b  ex:?e  rightTributary  ?a  ex: ,?a  ex:sourceCountry  ?b,0.0100109,0.031644,0.609524,128,4045,210,?a,0.0196984
?e  presenter  ?b  ex:?e  subsequentWork  ?a  ex: ,?a  ex:showJudge  ?b,0.0189825,0.0348189,0.609756,25,718,41,?b,0.0368189
?f  opponent  ?b  ex:?a  ex:opponent  ?f   ,?a  ex:opponent  ?b,0.0862069,0.609756,0.609756,25,41,41,?b,0.151057
?f  highestState  ?b  ex:?a  ex:highestState  ?f   ,?a  ex:municipality  ?b,0.0373175,0.511111,0.610619,69,135,113,?a,0.0703364
?a  ex:highestState  ?f  ?f  municipality  ?b  ex: ,?a  ex:municipality  ?b,0.035695,0.5,0.611111,66,132,108,?a,0.0674502
?e  currentPartner  ?b  ex:?a  ex:formerChoreographer  ?e   ,?a  ex:formerChoreographer  ?b,0.037415,0.611111,0.611111,22,36,36,?a,0.0705128
?e  creator  ?a  ex:?e  series  ?b  ex: ,?a  ex:notableWork  ?b,0.0153584,0.126761,0.61165,63,497,103,?b,0.0299643
?e  parent  ?a  ex:?e  placeOfBurial  ?b  ex: ,?a  ex:placeOfBurial  ?b,0.120724,0.169014,0.612245,60,355,98,?a,0.201681
?e  isPartOf  ?a  ex:?e  politicalPartyInLegislature  ?b  ex: ,?a  ex:politicalPartyInLegislature  ?b,0.0275901,0.6125,0.6125,49,80,80,?b,0.0528017
?e  mouthMountain  ?b  ex:?e  riverMouth  ?a  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.149533,0.00415045,0.615385,16,3855,26,?b,0.240601
?e  mouthPlace  ?b  ex:?e  riverMouth  ?a  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.149533,0.00415045,0.615385,16,3855,26,?b,0.240601
?a  ex:developer  ?e  ?e  license  ?b  ex: ,?a  ex:license  ?b,0.0115347,0.502645,0.616883,95,189,154,?a,0.022646
?e  designer  ?b  ex:?e  successor  ?a  ex: ,?a  ex:designer  ?b,0.0244488,0.289406,0.61708,224,774,363,?a,0.0470341
?b  ex:primeMinister  ?a  ex:?a  ex:successor  ?b  ex: ,?a  ex:deputy  ?b,0.0426985,0.118483,0.617284,50,422,81,?b,0.0798722
?b  ex:vein  ?a  ex: ,?a  ex:artery  ?b,0.314815,0.521073,0.618182,136,261,220,?a,0.417178
?f  country  ?b  ex:?a  ex:sourcePlace  ?f   ,?a  ex:mouthCountry  ?b,0.201077,0.0676328,0.618785,112,1656,181,?a,0.303523
?f  country  ?b  ex:?a  ex:sourceMountain  ?f   ,?a  ex:mouthCountry  ?b,0.201077,0.0676328,0.618785,112,1656,181,?a,0.303523
?b  ex:part  ?a  ex: ,?a  ex:municipality  ?b,0.0140617,0.00214239,0.619048,26,12136,42,?a,0.0274987
?a  ex:deathPlace  ?b  ex:?b  ex:saint  ?a  ex: ,?a  ex:majorShrine  ?b,0.0105949,0.254902,0.619048,13,51,21,?b,0.0208333
?a  ex:child  ?e  ?e  relative  ?b  ex: ,?a  ex:child  ?b,0.0621404,0.311538,0.619898,486,1560,784,?b,0.112958
?e  associate  ?b  ex:?e  primeMinister  ?a  ex: ,?a  ex:deputy  ?b,0.0153715,0.116883,0.62069,18,154,29,?b,0.03
?f  subregion  ?a  ex:?b  ex:subregion  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.18543,0.575342,0.622222,84,146,135,?a,0.285714
?a  ex:draftTeam  ?b  ex: ,?a  ex:formerTeam  ?b,0.030628,0.366409,0.62369,2559,6984,4103,?a,0.0583887
?f  location  ?a  ex:?b  ex:location  ?f   ,?a  ex:governmentRegion  ?b,0.284553,0.00224661,0.625,35,15579,56,?a,0.391061
?f  aircraftTrainer  ?b  ex:?a  ex:country  ?f   ,?a  ex:aircraftTrainer  ?b,0.0112108,0.012987,0.625,5,385,8,?a,0.0220264
?a  ex:region  ?b  ex:?a  ex:sourceRegion  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.046729,0.0235849,0.625,5,212,8,?b,0.0869565
?e  rightTributary  ?a  ex:?e  sourceCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.0359066,0.0699301,0.625,20,286,32,?a,0.0679117
?e  artery  ?b  ex:?e  component  ?a  ex: ,?a  ex:artery  ?b,0.0115741,0.416667,0.625,5,12,8,?a,0.0227273
?e  mergedIntoParty  ?a  ex:?e  nationalAffiliation  ?b  ex: ,?a  ex:nationalAffiliation  ?b,0.0265252,0.30303,0.625,10,33,16,?a,0.0508906
?e  creator  ?a  ex:?e  firstAppearance  ?b  ex: ,?a  ex:notableWork  ?b,0.0109703,0.0416667,0.625,45,1080,72,?b,0.0215621
?a  ex:developer  ?b  ex:?a  ex:director  ?b  ex: ,?a  ex:gameArtist  ?b,0.0105263,0.142857,0.625,5,35,8,?a,0.0207039
?f  launchSite  ?b  ex:?a  ex:successor  ?f   ,?a  ex:launchSite  ?b,0.0530035,0.526316,0.625,30,57,48,?a,0.0977199
?a  ex:branchTo  ?f  ?f  precursor  ?b  ex: ,?a  ex:precursor  ?b,0.0225225,0.416667,0.625,5,12,8,?a,0.0434783
?a  ex:artist  ?b  ex: ,?a  ex:picture  ?b,0.15047,0.00169138,0.625407,192,113517,307,?a,0.242577
?f  pictureFormat  ?b  ex:?a  ex:predecessor  ?f   ,?a  ex:pictureFormat  ?b,0.0218447,0.514286,0.626087,72,140,115,?a,0.0422164
?f  layout  ?b  ex:?a  ex:relatedMeanOfTransportation  ?f   ,?a  ex:layout  ?b,0.323089,0.390942,0.626672,1640,4195,2617,?a,0.426362
?a  ex:language  ?b  ex: ,?a  ex:officialLanguage  ?b,1,0.00587792,0.627877,491,83533,782,?a,0.771406
?a  ex:isPartOfWineRegion  ?f  ?b  ex:subregion  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.19426,0.628571,0.628571,88,140,140,?a,0.296796
?f  designer  ?b  ex:?a  ex:successor  ?f   ,?a  ex:designer  ?b,0.0242305,0.333835,0.628895,222,665,353,?a,0.0466632
?a  ex:city  ?f  ?f  country  ?b  ex: ,?a  ex:mouthCountry  ?b,0.240575,0.00239564,0.629108,134,55935,213,?a,0.348052
?f  owner  ?b  ex:?a  ex:sisterStation  ?f   ,?a  ex:owningCompany  ?b,0.0141589,0.0334498,0.629108,134,4006,213,?a,0.0276945
?e  automobilePlatform  ?a  ex:?e  layout  ?b  ex: ,?a  ex:layout  ?b,0.0110323,0.134615,0.629214,56,416,89,?a,0.0216844
?a  ex:mergedIntoParty  ?f  ?f  nationalAffiliation  ?b  ex: ,?a  ex:nationalAffiliation  ?b,0.0318302,0.292683,0.631579,12,41,19,?a,0.0606061
?f  owningCompany  ?b  ex:?a  ex:parentCompany  ?f   ,?a  ex:owningCompany  ?b,0.0150042,0.112342,0.633929,142,1264,224,?a,0.0293146
?a  ex:city  ?b  ex: ,?a  ex:administrativeCollectivity  ?b,0.0424242,0.000082704,0.636364,7,84639,11,?a,0.0795455
?f  country  ?b  ex:?a  ex:sourceConfluencePlace  ?f   ,?a  ex:mouthCountry  ?b,0.0125673,0.0886076,0.636364,7,79,11,?a,0.0246479
?f  country  ?b  ex:?a  ex:sourceConfluenceMountain  ?f   ,?a  ex:mouthCountry  ?b,0.0125673,0.0886076,0.636364,7,79,11,?a,0.0246479
?e  mouthCountry  ?b  ex:?e  source  ?a  ex: ,?a  ex:mouthCountry  ?b,0.0125673,0.0338164,0.636364,7,207,11,?a,0.0246479
?e  broadcastNetwork  ?a  ex:?e  pictureFormat  ?b  ex: ,?a  ex:pictureFormat  ?b,0.0197209,0.214521,0.637255,65,303,102,?a,0.0382578
?b  ex:inflow  ?a  ex: ,?a  ex:outflow  ?b,0.0183651,0.0179704,0.6375,51,2838,80,?a,0.0357018
?b  ex:nerve  ?a  ex: ,?a  ex:innervates  ?b,0.610811,0.245119,0.638418,113,461,177,?b,0.624309
?e  notableIdea  ?a  ex:?e  philosophicalSchool  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0166305,0.0155827,0.638889,23,1476,36,?a,0.0324172
?f  designer  ?b  ex:?a  ex:predecessor  ?f   ,?a  ex:designer  ?b,0.0317616,0.305031,0.63956,291,954,455,?a,0.0605178
?e  lastAppearance  ?b  ex:?e  spouse  ?a  ex: ,?a  ex:lastAppearance  ?b,0.0551929,0.336957,0.641379,93,276,145,?a,0.101639
?b  ex:predecessor  ?a  ex:?a  ex:successor  ?b  ex: ,?a  ex:child  ?b,0.010101,0.00882484,0.642276,79,8952,123,?b,0.0198892
?f  highestPlace  ?b  ex:?a  ex:highestRegion  ?f   ,?a  ex:highestPlace  ?b,0.0108565,0.6,0.642857,9,15,14,?a,0.0213523
?a  ex:manufacturer  ?f  ?b  ex:subsidiary  ?f   ,?a  ex:parentCompany  ?b,0.0203631,0.0760421,0.643411,166,2183,258,?a,0.0394768
?e  relatedMeanOfTransportation  ?a  ex:?e  variantOf  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0831556,0.236185,0.644628,624,2642,968,?a,0.147309
?a  ex:fastestDriverTeam  ?b  ex:?a  ex:firstDriverTeam  ?b  ex: ,?a  ex:poleDriverTeam  ?b,0.364073,0.631667,0.645656,379,600,587,?a,0.465602
?f  country  ?b  ex:?a  ex:source  ?f   ,?a  ex:mouthCountry  ?b,0.118492,0.116814,0.647059,66,565,102,?a,0.200303
?e  administrativeDistrict  ?b  ex:?e  city  ?a  ex: ,?a  ex:administrativeDistrict  ?b,0.0124014,0.211538,0.647059,11,52,17,?a,0.0243363
?b  ex:influencedBy  ?f  ?a  ex:series  ?f   ,?a  ex:illustrator  ?b,0.0229885,0.0749574,0.647059,44,587,68,?a,0.0443996
?e  designer  ?b  ex:?e  predecessor  ?a  ex: ,?a  ex:designer  ?b,0.0289238,0.330012,0.647922,265,803,409,?a,0.0553756
?f  owner  ?b  ex:?a  ex:parentCompany  ?f   ,?a  ex:owningCompany  ?b,0.0144759,0.111473,0.649289,137,1229,211,?a,0.0283204
?e  era  ?b  ex:?e  notableIdea  ?a  ex: ,?a  ex:era  ?b,0.0153121,0.0165394,0.65,13,786,20,?a,0.0299194
?a  ex:assembly  ?e  ?e  country  ?b  ex: ,?a  ex:assembly  ?b,0.252572,0.650426,0.650426,2750,4228,4228,?a,0.363853
?e  country  ?b  ex:?e  riverMouth  ?a  ex: ,?a  ex:sourceCountry  ?b,0.0106366,0.043744,0.650718,136,3109,209,?a,0.0209311
?b  ex:usingCountry  ?a  ex: ,?a  ex:currency  ?b,0.173639,0.52381,0.650888,220,420,338,?a,0.274143
?a  ex:firstDriverTeam  ?b  ex:?a  ex:secondTeam  ?b  ex: ,?a  ex:poleDriverTeam  ?b,0.186359,0.625806,0.651007,194,310,298,?a,0.289768
?a  ex:author  ?b  ex:?a  ex:creator  ?b  ex: ,?a  ex:executiveProducer  ?b,0.0385769,0.359137,0.652074,283,788,434,?a,0.0728443
?e  leftTributary  ?a  ex:?e  mouthCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.02693,0.0513699,0.652174,15,292,23,?a,0.0517241
?f  parentCompany  ?b  ex:?a  ex:predecessor  ?f   ,?a  ex:parentCompany  ?b,0.0186457,0.36715,0.65236,152,414,233,?a,0.0362552
?b  ex:academicAdvisor  ?a  ex: ,?a  ex:notableStudent  ?b,0.186228,0.223684,0.653846,119,532,182,?b,0.28989
?a  ex:artery  ?e  ?e  vein  ?b  ex: ,?a  ex:vein  ?b,0.210728,0.178571,0.654762,55,308,84,?a,0.318841
?f  designCompany  ?b  ex:?a  ex:variantOf  ?f   ,?a  ex:designCompany  ?b,0.0183044,0.0801688,0.655172,19,237,29,?a,0.0356139
?f  designer  ?b  ex:?a  ex:variantOf  ?f   ,?a  ex:designCompany  ?b,0.0183044,0.0801688,0.655172,19,237,29,?a,0.0356139
?a  ex:creator  ?b  ex:?a  ex:starring  ?b  ex: ,?a  ex:executiveProducer  ?b,0.0272628,0.195503,0.657895,200,1023,304,?a,0.052356
?f  location  ?a  ex:?b  ex:location  ?f   ,?a  ex:highestRegion  ?b,0.261905,0.00211824,0.66,33,15579,50,?a,0.375
?f  layout  ?b  ex:?a  ex:successor  ?f   ,?a  ex:layout  ?b,0.188928,0.516703,0.661379,959,1856,1450,?a,0.293901
?e  layout  ?b  ex:?e  predecessor  ?a  ex: ,?a  ex:layout  ?b,0.171986,0.48581,0.663374,873,1797,1316,?a,0.273154
?b  ex:parent  ?f  ?a  ex:spouse  ?f   ,?a  ex:child  ?b,0.0886076,0.0670667,0.663793,693,10333,1044,?b,0.156345
?b  ex:keyPerson  ?a  ex: ,?a  ex:employer  ?b,0.043193,0.0058747,0.663866,158,26895,238,?a,0.0811088
?a  ex:influenced  ?b  ex: ,?a  ex:associatedAct  ?b,0.0176991,0.00022668,0.666667,2,8823,3,?a,0.0344828
t, ,0.0149254,0.000449944,0.666667,2,4445,3,?b,0.0291971
?a  ex:viceChancellor  ?b  ex: ,?a  ex:principal  ?b,0.012987,0.00793651,0.666667,2,252,3,?a,0.0254777
?b  ex:river  ?a  ex: ,?a  ex:hasJunctionWith  ?b,0.0111732,0.00364964,0.666667,2,548,3,?b,0.021978
?b  ex:hasJunctionWith  ?a  ex: ,?a  ex:startPoint  ?b,0.011976,0.0111732,0.666667,2,179,3,?b,0.0235294
?e  highestPlace  ?a  ex:?e  highestRegion  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.0444444,0.666667,2,45,3,?a,0.031746
?e  highestPlace  ?a  ex:?e  highestPlace  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.00218102,0.666667,2,917,3,?a,0.031746
?e  location  ?b  ex:?e  rightChild  ?a  ex: ,?a  ex:highestMountain  ?b,0.0152672,0.5,0.666667,2,4,3,?b,0.0298507
?e  leftChild  ?a  ex:?e  location  ?b  ex: ,?a  ex:highestMountain  ?b,0.0152672,0.5,0.666667,2,4,3,?b,0.0298507
?a  ex:sourceConfluence  ?f  ?f  sourceConfluenceMountain  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.666667,0.666667,2,3,3,?b,0.0363636
?a  ex:sourceConfluence  ?f  ?f  sourceConfluencePlace  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.666667,0.666667,2,3,3,?b,0.0363636
?f  city  ?b  ex:?a  ex:leftTributary  ?f   ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.00119976,0.666667,2,1667,3,?b,0.0363636
?a  ex:creator  ?b  ex:?a  ex:director  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0141844,0.00598802,0.666667,2,334,3,?a,0.0277778
?f  mouthCountry  ?b  ex:?a  ex:source  ?f   ,?a  ex:mouthCountry  ?b,0.010772,0.315789,0.666667,6,19,9,?a,0.0212014
?e  mouthCountry  ?b  ex:?e  riverMouth  ?a  ex: ,?a  ex:mouthCountry  ?b,0.064632,0.149378,0.666667,36,241,54,?a,0.11784
?e  designCompany  ?b  ex:?e  variantOf  ?a  ex: ,?a  ex:designCompany  ?b,0.0134875,0.0823529,0.666667,14,170,21,?a,0.02644
?e  designer  ?b  ex:?e  variantOf  ?a  ex: ,?a  ex:designCompany  ?b,0.0134875,0.0823529,0.666667,14,170,21,?a,0.02644
?f  lastAppearance  ?b  ex:?a  ex:spouse  ?f   ,?a  ex:lastAppearance  ?b,0.0593472,0.540541,0.666667,100,185,150,?a,0.108992
?e  governmentRegion  ?b  ex:?a  ex:highestPlace  ?e   ,?a  ex:highestRegion  ?b,0.015873,0.666667,0.666667,2,3,3,?a,0.0310078
?a  ex:endPoint  ?f  ?b  ex:origin  ?f   ,?a  ex:endPoint  ?b,0.0125,0.00706714,0.666667,2,283,3,?b,0.0245399
?e  government  ?b  ex:?e  governmentRegion  ?a  ex: ,?a  ex:government  ?b,0.0688525,0.248521,0.666667,42,169,63,?a,0.124814
?e  district  ?a  ex:?e  lowestPlace  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0102564,0.0243902,0.666667,2,82,3,?a,0.020202
?e  district  ?a  ex:?e  lowestMountain  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0102564,0.0350877,0.666667,2,57,3,?a,0.020202
?a  ex:city  ?f  ?b  ex:leaderName  ?f   ,?a  ex:localAuthority  ?b,0.0101961,0.0216667,0.666667,26,1200,39,?a,0.020085
?a  ex:automobilePlatform  ?f  ?f  manufacturer  ?b  ex: ,?a  ex:manufacturer  ?b,0.0151808,0.303867,0.666667,220,724,330,?a,0.0296856
?e  sport  ?a  ex:?e  sport  ?b  ex: ,?a  ex:alumni  ?b,0.0149254,0.000911577,0.666667,2,2194,3,?b,0.0291971
?e  authority  ?b  ex:?e  rival  ?a  ex: ,?a  ex:authority  ?b,0.0115607,0.153846,0.666667,2,13,3,?a,0.0227273
?e  authority  ?b  ex:?a  ex:rival  ?e   ,?a  ex:authority  ?b,0.0115607,0.166667,0.666667,2,12,3,?a,0.0227273
?e  capitalPosition  ?b  ex:?e  state  ?a  ex: ,?a  ex:capitalPosition  ?b,0.0186916,0.222222,0.666667,2,9,3,?a,0.0363636
?f  capitalPosition  ?b  ex:?a  ex:state  ?f   ,?a  ex:capitalPosition  ?b,0.0186916,0.00429185,0.666667,2,466,3,?a,0.0363636
?e  capitalPosition  ?b  ex:?e  region  ?a  ex: ,?a  ex:capitalPosition  ?b,0.0186916,0.133333,0.666667,2,15,3,?a,0.0363636
?e  capitalPosition  ?b  ex:?a  ex:region  ?e   ,?a  ex:capitalPosition  ?b,0.0186916,0.00164069,0.666667,2,1219,3,?a,0.0363636
?f  broadcastNetwork  ?b  ex:?a  ex:owner  ?f   ,?a  ex:broadcastNetwork  ?b,0.0149538,0.559322,0.668016,165,295,247,?a,0.0292527
?a  ex:citizenship  ?b  ex: ,?a  ex:nationality  ?b,0.0207057,0.309676,0.669796,1213,3917,1811,?a,0.0401696
?e  maintainedBy  ?b  ex:?e  routeJunction  ?a  ex: ,?a  ex:maintainedBy  ?b,0.0462662,0.279412,0.670588,57,204,85,?a,0.0865604
?a  ex:politicalPartyOfLeader  ?b  ex: ,?a  ex:politicalPartyInLegislature  ?b,0.171171,0.550725,0.671082,304,552,453,?b,0.272768
?f  country  ?b  ex:?a  ex:sourceMountain  ?f   ,?a  ex:sourceCountry  ?b,0.0111841,0.0863527,0.671362,143,1656,213,?a,0.0220017
?f  country  ?b  ex:?a  ex:sourcePlace  ?f   ,?a  ex:sourceCountry  ?b,0.0111841,0.0863527,0.671362,143,1656,213,?a,0.0220017
?e  associatedRocket  ?a  ex:?e  launchSite  ?b  ex: ,?a  ex:launchSite  ?b,0.0441696,0.324675,0.675676,25,77,37,?a,0.0829187
?f  maintainedBy  ?b  ex:?a  ex:routeJunction  ?f   ,?a  ex:maintainedBy  ?b,0.0527597,0.555556,0.677083,65,117,96,?a,0.0978916
?e  creator  ?b  ex:?e  series  ?a  ex: ,?a  ex:executiveProducer  ?b,0.0114504,0.169014,0.677419,84,497,124,?a,0.0225201
?e  country  ?b  ex:?e  outflow  ?a  ex: ,?a  ex:mouthCountry  ?b,0.0718133,0.0286738,0.677966,40,1395,59,?a,0.12987
?f  coverArtist  ?b  ex:?a  ex:subsequentWork  ?f   ,?a  ex:illustrator  ?b,0.0397074,0.0742188,0.678571,76,1024,112,?a,0.0750247
?a  ex:sheading  ?b  ex: ,?a  ex:principalArea  ?b,0.0135379,0.535714,0.681818,15,28,22,?a,0.0265487
?f  mouthCountry  ?b  ex:?a  ex:riverMouth  ?f   ,?a  ex:mouthCountry  ?b,0.116697,0.0564726,0.684211,65,1151,95,?a,0.199387
?f  era  ?b  ex:?a  ex:notableIdea  ?f   ,?a  ex:era  ?b,0.0153121,0.541667,0.684211,13,24,19,?a,0.0299539
?e  source  ?a  ex:?e  sourceRegion  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0157959,0.0386905,0.684211,13,336,19,?a,0.0308789
?f  illustrator  ?b  ex:?a  ex:subsequentWork  ?f   ,?a  ex:illustrator  ?b,0.162487,0.527119,0.686534,311,590,453,?a,0.26278
?b  ex:currency  ?a  ex: ,?a  ex:usingCountry  ?b,0.52381,0.173639,0.6875,220,1267,320,?b,0.594595
?a  ex:highestMountain  ?f  ?f  state  ?b  ex: ,?a  ex:highestMountain  ?b,0.0839695,0.37931,0.6875,11,29,16,?b,0.14966
?f  governmentPosition  ?b  ex:?a  ex:governmentRegion  ?f   ,?a  ex:governmentPosition  ?b,0.102564,0.645161,0.689655,20,31,29,?a,0.178571
?e  governmentPosition  ?b  ex:?e  governmentRegion  ?a  ex: ,?a  ex:governmentPosition  ?b,0.102564,0.28169,0.689655,20,71,29,?a,0.178571
?a  ex:beatifiedPlace  ?b  ex: ,?a  ex:canonizedPlace  ?b,0.354582,0.347656,0.689922,89,256,129,?a,0.468421
?e  capital  ?b  ex:?a  ex:district  ?e   ,?a  ex:municipality  ?b,0.0205516,0.242038,0.690909,38,157,55,?a,0.039916
?b  ex:similar  ?a  ex: ,?a  ex:similar  ?b,0.497817,0.497817,0.693712,342,687,493,?b,0.579661
?f  coverArtist  ?b  ex:?a  ex:previousWork  ?f   ,?a  ex:illustrator  ?b,0.0438871,0.0778499,0.694215,84,1079,121,?a,0.0825553
?a  ex:architect  ?b  ex:?a  ex:builder  ?b  ex: ,?a  ex:maintainedBy  ?b,0.0202922,0.609756,0.694444,25,41,36,?a,0.0394322
?a  ex:manufacturer  ?f  ?f  parentCompany  ?b  ex: ,?a  ex:parentCompany  ?b,0.0407262,0.0935211,0.694561,332,3550,478,?a,0.0769409
?a  ex:operator  ?b  ex: ,?a  ex:tenant  ?b,0.0746149,0.106237,0.697674,930,8754,1333,?b,0.134812
?e  pictureFormat  ?b  ex:?e  successor  ?a  ex: ,?a  ex:pictureFormat  ?b,0.0154733,0.593023,0.69863,51,86,73,?a,0.030276
?f  illustrator  ?b  ex:?a  ex:previousWork  ?f   ,?a  ex:illustrator  ?b,0.159875,0.535902,0.69863,306,571,438,?a,0.260204
?e  coverArtist  ?b  ex:?e  subsequentWork  ?a  ex: ,?a  ex:illustrator  ?b,0.0449321,0.0708986,0.699187,86,1213,123,?a,0.0844379
?a  ex:countySeat  ?b  ex: ,?a  ex:largestCity  ?b,0.537055,0.370149,0.699248,1116,3015,1596,?a,0.607512
?e  municipality  ?a  ex:?e  river  ?b  ex: ,?a  ex:river  ?b,0.0127737,0.047619,0.7,7,147,10,?a,0.0250896
?e  aircraftBomber  ?b  ex:?e  commandStructure  ?a  ex: ,?a  ex:aircraftBomber  ?b,0.0254545,0.0777778,0.7,7,90,10,?a,0.0491228
?b  ex:associate  ?f  ?f  primeMinister  ?a  ex: ,?a  ex:deputy  ?b,0.0119556,0.162791,0.7,14,86,20,?b,0.0235097
?b  ex:president  ?a  ex:?a  ex:successor  ?b  ex: ,?a  ex:primeMinister  ?b,0.0152174,0.263819,0.7,105,398,150,?a,0.0297872
?e  coverArtist  ?b  ex:?e  previousWork  ?a  ex: ,?a  ex:illustrator  ?b,0.0402299,0.0710332,0.7,77,1084,110,?a,0.076087
?a  ex:nationality  ?b  ex: ,?a  ex:citizenship  ?b,0.309676,0.0207057,0.701156,1213,58583,1730,?a,0.429609
?f  owner  ?b  ex:?a  ex:type  ?f   ,?a  ex:owningOrganisation  ?b,0.0468325,0.40566,0.702997,258,636,367,?a,0.0878148
?f  owner  ?b  ex:?a  ex:servingRailwayLine  ?f   ,?a  ex:owningOrganisation  ?b,0.0618987,0.104409,0.703093,341,3266,485,?a,0.11378
?b  ex:drainsFrom  ?a  ex: ,?a  ex:vein  ?b,0.145594,0.452381,0.703704,38,84,54,?a,0.24127
?a  ex:location  ?b  ex: ,?a  ex:highestRegion  ?b,0.396825,0.000201938,0.704225,50,247601,71,?a,0.507614
?b  ex:isPartOfWineRegion  ?a  ex: ,?a  ex:subregion  ?b,0.754821,0.604856,0.70437,274,453,389,?b,0.728723
?f  artery  ?a  ex:?b  ex:vein  ?f   ,?a  ex:supplies  ?b,0.141553,0.129167,0.704545,31,240,44,?b,0.235741
?a  ex:automobilePlatform  ?f  ?f  layout  ?b  ex: ,?a  ex:layout  ?b,0.0423562,0.483146,0.704918,215,445,305,?a,0.0799108
?a  ex:source  ?f  ?f  sourceRegion  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0145808,0.324324,0.705882,12,37,17,?a,0.0285714
?b  ex:deputy  ?a  ex: ,?a  ex:primeMinister  ?b,0.025942,0.152861,0.70751,179,1171,253,?a,0.0500489
?f  layout  ?b  ex:?a  ex:predecessor  ?f   ,?a  ex:layout  ?b,0.183609,0.584326,0.707669,932,1595,1317,?a,0.291569
?e  city  ?a  ex:?e  county  ?b  ex: ,?a  ex:ceremonialCounty  ?b,0.0586216,0.0482714,0.709265,222,4599,313,?a,0.108293
?f  brand  ?b  ex:?a  ex:followingEvent  ?f   ,?a  ex:brand  ?b,0.598837,0.64375,0.710345,103,160,145,?a,0.649842
?a  ex:highestRegion  ?b  ex: ,?a  ex:governmentRegion  ?b,0.479675,0.468254,0.710843,59,126,83,?a,0.572816
